ds,qty_mail,y,state
1/1/2015,0,315,FL
1/2/2015,0,1048,FL
1/3/2015,0,570,FL
1/4/2015,0,501,FL
1/5/2015,0,1233,FL
1/6/2015,0,972,FL
1/7/2015,0,969,FL
1/8/2015,0,894,FL
1/9/2015,0,884,FL
1/10/2015,0,601,FL
1/11/2015,0,493,FL
1/12/2015,0,1097,FL
1/13/2015,0,954,FL
1/14/2015,0,1038,FL
1/15/2015,0,1164,FL
1/16/2015,0,1274,FL
1/17/2015,0,821,FL
1/18/2015,0,623,FL
1/19/2015,0,859,FL
1/20/2015,0,1553,FL
1/21/2015,0,1479,FL
1/22/2015,0,1631,FL
1/23/2015,0,1473,FL
1/24/2015,0,797,FL
1/25/2015,0,649,FL
1/26/2015,0,1770,FL
1/27/2015,0,2243,FL
1/28/2015,0,1575,FL
1/29/2015,0,1812,FL
1/30/2015,0,2423,FL
1/31/2015,0,813,FL
2/1/2015,0,573,FL
2/2/2015,0,1913,FL
2/3/2015,0,2127,FL
2/4/2015,0,1969,FL
2/5/2015,0,2366,FL
2/6/2015,0,2007,FL
2/7/2015,0,751,FL
2/8/2015,0,630,FL
2/9/2015,0,2018,FL
2/10/2015,0,1852,FL
2/11/2015,0,1556,FL
2/12/2015,0,1656,FL
2/13/2015,0,1585,FL
2/14/2015,0,787,FL
2/15/2015,0,733,FL
2/16/2015,0,1270,FL
2/17/2015,0,1501,FL
2/18/2015,0,2178,FL
2/19/2015,0,1898,FL
2/20/2015,0,2216,FL
2/21/2015,0,997,FL
2/22/2015,0,921,FL
2/23/2015,0,1929,FL
2/24/2015,0,2392,FL
2/25/2015,0,2405,FL
2/26/2015,0,2572,FL
2/27/2015,0,2067,FL
2/28/2015,0,1078,FL
3/1/2015,0,864,FL
3/2/2015,0,2318,FL
3/3/2015,0,1985,FL
3/4/2015,0,1494,FL
3/5/2015,0,1993,FL
3/6/2015,0,1719,FL
3/7/2015,0,827,FL
3/8/2015,0,715,FL
3/9/2015,0,1822,FL
3/10/2015,0,1837,FL
3/11/2015,0,1752,FL
3/12/2015,0,1699,FL
3/13/2015,0,1502,FL
3/14/2015,0,745,FL
3/15/2015,0,694,FL
3/16/2015,0,1886,FL
3/17/2015,0,1883,FL
3/18/2015,0,1909,FL
3/19/2015,0,1869,FL
3/20/2015,0,2017,FL
3/21/2015,0,669,FL
3/22/2015,0,570,FL
3/23/2015,0,1317,FL
3/24/2015,0,1500,FL
3/25/2015,0,1445,FL
3/26/2015,0,1304,FL
3/27/2015,0,1214,FL
3/28/2015,0,685,FL
3/29/2015,0,526,FL
3/30/2015,0,1327,FL
3/31/2015,0,1300,FL
4/1/2015,0,1174,FL
4/2/2015,0,1118,FL
4/3/2015,0,960,FL
4/4/2015,0,644,FL
4/5/2015,0,373,FL
4/6/2015,0,1401,FL
4/7/2015,0,1157,FL
4/8/2015,0,1216,FL
4/9/2015,0,1166,FL
4/10/2015,0,1151,FL
4/11/2015,0,614,FL
4/12/2015,0,595,FL
4/13/2015,0,1329,FL
4/14/2015,0,1163,FL
4/15/2015,0,1166,FL
4/16/2015,0,1323,FL
4/17/2015,0,1155,FL
4/18/2015,0,549,FL
4/19/2015,0,602,FL
4/20/2015,0,1258,FL
4/21/2015,0,1108,FL
4/22/2015,0,1129,FL
4/23/2015,0,1102,FL
4/24/2015,0,1192,FL
4/25/2015,0,597,FL
4/26/2015,0,565,FL
4/27/2015,0,1323,FL
4/28/2015,0,1072,FL
4/29/2015,0,1206,FL
4/30/2015,0,1176,FL
5/1/2015,0,1174,FL
5/2/2015,0,594,FL
5/3/2015,0,534,FL
5/4/2015,0,1312,FL
5/5/2015,0,1121,FL
5/6/2015,0,1176,FL
5/7/2015,0,1129,FL
5/8/2015,0,1130,FL
5/9/2015,0,731,FL
5/10/2015,0,581,FL
5/11/2015,0,1565,FL
5/12/2015,0,1804,FL
5/13/2015,0,1985,FL
5/14/2015,0,2079,FL
5/15/2015,0,2504,FL
5/16/2015,0,951,FL
5/17/2015,0,854,FL
5/18/2015,0,2453,FL
5/19/2015,0,2109,FL
5/20/2015,0,2526,FL
5/21/2015,0,2539,FL
5/22/2015,0,2676,FL
5/23/2015,0,830,FL
5/24/2015,0,524,FL
5/25/2015,0,637,FL
5/26/2015,0,2060,FL
5/27/2015,0,1985,FL
5/28/2015,0,2020,FL
5/29/2015,0,2001,FL
5/30/2015,0,740,FL
5/31/2015,0,608,FL
6/1/2015,0,1672,FL
6/2/2015,0,1567,FL
6/3/2015,0,1683,FL
6/4/2015,0,1356,FL
6/5/2015,0,1506,FL
6/6/2015,0,698,FL
6/7/2015,0,576,FL
6/8/2015,0,1518,FL
6/9/2015,0,1339,FL
6/10/2015,0,1463,FL
6/11/2015,0,1277,FL
6/12/2015,0,1422,FL
6/13/2015,0,584,FL
6/14/2015,0,611,FL
6/15/2015,0,1583,FL
6/16/2015,0,1507,FL
6/17/2015,0,1355,FL
6/18/2015,0,1222,FL
6/19/2015,0,1350,FL
6/20/2015,0,707,FL
6/21/2015,0,567,FL
6/22/2015,0,1411,FL
6/23/2015,0,1298,FL
6/24/2015,0,1260,FL
6/25/2015,0,1268,FL
6/26/2015,0,1377,FL
6/27/2015,0,681,FL
6/28/2015,0,613,FL
6/29/2015,0,1471,FL
6/30/2015,0,1496,FL
7/1/2015,0,1262,FL
7/2/2015,0,1326,FL
7/3/2015,0,730,FL
7/4/2015,0,333,FL
7/5/2015,0,560,FL
7/6/2015,0,1478,FL
7/7/2015,0,1266,FL
7/8/2015,0,1274,FL
7/9/2015,0,1156,FL
7/10/2015,0,1248,FL
7/11/2015,0,606,FL
7/12/2015,0,531,FL
7/13/2015,0,1329,FL
7/14/2015,0,1188,FL
7/15/2015,0,1215,FL
7/16/2015,0,1206,FL
7/17/2015,0,1318,FL
7/18/2015,0,690,FL
7/19/2015,0,599,FL
7/20/2015,0,1353,FL
7/21/2015,0,1136,FL
7/22/2015,0,1311,FL
7/23/2015,0,1153,FL
7/24/2015,0,1207,FL
7/25/2015,0,615,FL
7/26/2015,0,575,FL
7/27/2015,0,1385,FL
7/28/2015,0,1089,FL
7/29/2015,0,1159,FL
7/30/2015,0,1168,FL
7/31/2015,0,1359,FL
8/1/2015,0,717,FL
8/2/2015,0,659,FL
8/3/2015,0,1417,FL
8/4/2015,0,1335,FL
8/5/2015,0,1251,FL
8/6/2015,0,1160,FL
8/7/2015,0,1189,FL
8/8/2015,0,642,FL
8/9/2015,0,612,FL
8/10/2015,0,1222,FL
8/11/2015,0,1161,FL
8/12/2015,0,1186,FL
8/13/2015,0,1103,FL
8/14/2015,0,1326,FL
8/15/2015,0,751,FL
8/16/2015,0,583,FL
8/17/2015,0,1311,FL
8/18/2015,0,1182,FL
8/19/2015,0,1226,FL
8/20/2015,0,1134,FL
8/21/2015,0,1160,FL
8/22/2015,0,575,FL
8/23/2015,0,536,FL
8/24/2015,0,1160,FL
8/25/2015,0,1105,FL
8/26/2015,0,1095,FL
8/27/2015,0,1008,FL
8/28/2015,0,981,FL
8/29/2015,0,665,FL
8/30/2015,0,671,FL
8/31/2015,0,1372,FL
9/1/2015,0,1202,FL
9/2/2015,0,1200,FL
9/3/2015,0,1167,FL
9/4/2015,0,1161,FL
9/5/2015,0,619,FL
9/6/2015,0,531,FL
9/7/2015,0,655,FL
9/8/2015,0,1316,FL
9/9/2015,0,1299,FL
9/10/2015,0,1086,FL
9/11/2015,0,1162,FL
9/12/2015,0,615,FL
9/13/2015,0,512,FL
9/14/2015,0,1235,FL
9/15/2015,0,1041,FL
9/16/2015,0,1217,FL
9/17/2015,0,952,FL
9/18/2015,0,1089,FL
9/19/2015,0,603,FL
9/20/2015,0,487,FL
9/21/2015,0,1194,FL
9/22/2015,0,1064,FL
9/23/2015,0,1090,FL
9/24/2015,0,1035,FL
9/25/2015,0,1041,FL
9/26/2015,0,492,FL
9/27/2015,0,524,FL
9/28/2015,0,1166,FL
9/29/2015,0,1087,FL
9/30/2015,0,1152,FL
10/1/2015,0,1092,FL
10/2/2015,0,1178,FL
10/3/2015,0,513,FL
10/4/2015,0,452,FL
10/5/2015,0,1133,FL
10/6/2015,0,1000,FL
10/7/2015,0,1090,FL
10/8/2015,0,977,FL
10/9/2015,0,1040,FL
10/10/2015,0,443,FL
10/11/2015,0,414,FL
10/12/2015,0,1069,FL
10/13/2015,0,1026,FL
10/14/2015,0,988,FL
10/15/2015,0,963,FL
10/16/2015,0,1063,FL
10/17/2015,0,514,FL
10/18/2015,0,475,FL
10/19/2015,0,1127,FL
10/20/2015,0,1043,FL
10/21/2015,0,1025,FL
10/22/2015,0,1034,FL
10/23/2015,0,1003,FL
10/24/2015,0,532,FL
10/25/2015,0,399,FL
10/26/2015,0,1132,FL
10/27/2015,0,987,FL
10/28/2015,0,1037,FL
10/29/2015,0,943,FL
10/30/2015,0,1147,FL
10/31/2015,0,501,FL
11/1/2015,0,502,FL
11/2/2015,0,1094,FL
11/3/2015,0,1031,FL
11/4/2015,0,1083,FL
11/5/2015,0,1019,FL
11/6/2015,0,995,FL
11/7/2015,0,524,FL
11/8/2015,0,403,FL
11/9/2015,0,1039,FL
11/10/2015,0,1020,FL
11/11/2015,0,1013,FL
11/12/2015,0,986,FL
11/13/2015,0,1134,FL
11/14/2015,0,651,FL
11/15/2015,0,410,FL
11/16/2015,0,1105,FL
11/17/2015,0,1006,FL
11/18/2015,0,971,FL
11/19/2015,0,997,FL
11/20/2015,0,1276,FL
11/21/2015,0,591,FL
11/22/2015,0,439,FL
11/23/2015,0,1097,FL
11/24/2015,0,952,FL
11/25/2015,0,906,FL
11/26/2015,0,211,FL
11/27/2015,0,576,FL
11/28/2015,0,454,FL
11/29/2015,0,452,FL
11/30/2015,0,1360,FL
12/1/2015,0,1202,FL
12/2/2015,0,1139,FL
12/3/2015,0,1211,FL
12/4/2015,0,1248,FL
12/5/2015,0,542,FL
12/6/2015,0,455,FL
12/7/2015,0,1182,FL
12/8/2015,0,1148,FL
12/9/2015,0,1112,FL
12/10/2015,0,1134,FL
12/11/2015,0,1158,FL
12/12/2015,0,548,FL
12/13/2015,0,490,FL
12/14/2015,0,1325,FL
12/15/2015,0,1196,FL
12/16/2015,0,1289,FL
12/17/2015,0,1200,FL
12/18/2015,0,1286,FL
12/19/2015,0,616,FL
12/20/2015,0,573,FL
12/21/2015,0,1384,FL
12/22/2015,0,1374,FL
12/23/2015,0,1258,FL
12/24/2015,0,536,FL
12/25/2015,0,299,FL
12/26/2015,0,501,FL
12/27/2015,0,412,FL
12/28/2015,0,1214,FL
12/29/2015,0,1033,FL
12/30/2015,0,1053,FL
12/31/2015,0,833,FL
1/1/2016,0,434,FL
1/2/2016,0,585,FL
1/3/2016,0,546,FL
1/4/2016,0,1196,FL
1/5/2016,0,1171,FL
1/6/2016,0,1189,FL
1/7/2016,0,1056,FL
1/8/2016,0,966,FL
1/9/2016,0,551,FL
1/10/2016,0,575,FL
1/11/2016,9212,1102,FL
1/12/2016,0,932,FL
1/13/2016,0,930,FL
1/14/2016,0,896,FL
1/15/2016,0,1115,FL
1/16/2016,0,613,FL
1/17/2016,0,504,FL
1/18/2016,0,685,FL
1/19/2016,0,1050,FL
1/20/2016,0,1101,FL
1/21/2016,0,1041,FL
1/22/2016,0,1030,FL
1/23/2016,0,595,FL
1/24/2016,0,493,FL
1/25/2016,1020133,1170,FL
1/26/2016,0,983,FL
1/27/2016,0,1031,FL
1/28/2016,0,970,FL
1/29/2016,0,1229,FL
1/30/2016,0,991,FL
1/31/2016,0,959,FL
2/1/2016,0,1816,FL
2/2/2016,0,1773,FL
2/3/2016,0,1823,FL
2/4/2016,0,1810,FL
2/5/2016,0,2143,FL
2/6/2016,0,863,FL
2/7/2016,0,682,FL
2/8/2016,0,2111,FL
2/9/2016,0,1722,FL
2/10/2016,0,2083,FL
2/11/2016,1204933,2238,FL
2/12/2016,0,3000,FL
2/13/2016,0,894,FL
2/14/2016,0,720,FL
2/15/2016,0,2126,FL
2/16/2016,0,2865,FL
2/17/2016,0,1900,FL
2/18/2016,0,2495,FL
2/19/2016,0,2521,FL
2/20/2016,0,1179,FL
2/21/2016,0,994,FL
2/22/2016,0,2552,FL
2/23/2016,0,2099,FL
2/24/2016,0,2526,FL
2/25/2016,0,2278,FL
2/26/2016,0,2623,FL
2/27/2016,0,974,FL
2/28/2016,0,855,FL
2/29/2016,0,2174,FL
3/1/2016,0,1758,FL
3/2/2016,0,2405,FL
3/3/2016,0,2111,FL
3/4/2016,0,2039,FL
3/5/2016,0,845,FL
3/6/2016,0,852,FL
3/7/2016,0,2405,FL
3/8/2016,0,1922,FL
3/9/2016,0,1866,FL
3/10/2016,0,1830,FL
3/11/2016,0,1798,FL
3/12/2016,0,754,FL
3/13/2016,0,691,FL
3/14/2016,0,1707,FL
3/15/2016,0,1728,FL
3/16/2016,0,1528,FL
3/17/2016,0,1459,FL
3/18/2016,0,1492,FL
3/19/2016,0,766,FL
3/20/2016,0,688,FL
3/21/2016,0,1525,FL
3/22/2016,0,1343,FL
3/23/2016,0,1257,FL
3/24/2016,0,1224,FL
3/25/2016,0,948,FL
3/26/2016,0,695,FL
3/27/2016,0,479,FL
3/28/2016,0,1378,FL
3/29/2016,0,1246,FL
3/30/2016,0,1308,FL
3/31/2016,0,1295,FL
4/1/2016,0,1410,FL
4/2/2016,0,692,FL
4/3/2016,0,674,FL
4/4/2016,0,1259,FL
4/5/2016,0,1244,FL
4/6/2016,0,1125,FL
4/7/2016,0,1197,FL
4/8/2016,0,1255,FL
4/9/2016,0,668,FL
4/10/2016,0,530,FL
4/11/2016,0,1244,FL
4/12/2016,0,1207,FL
4/13/2016,0,1158,FL
4/14/2016,0,1153,FL
4/15/2016,0,1293,FL
4/16/2016,0,636,FL
4/17/2016,0,552,FL
4/18/2016,0,1300,FL
4/19/2016,0,1109,FL
4/20/2016,0,1122,FL
4/21/2016,0,1154,FL
4/22/2016,0,1154,FL
4/23/2016,0,661,FL
4/24/2016,0,580,FL
4/25/2016,0,1321,FL
4/26/2016,0,1162,FL
4/27/2016,0,1083,FL
4/28/2016,0,1227,FL
4/29/2016,0,1220,FL
4/30/2016,0,718,FL
5/1/2016,0,642,FL
5/2/2016,1306143,1340,FL
5/3/2016,0,1257,FL
5/4/2016,0,1338,FL
5/5/2016,0,1483,FL
5/6/2016,0,1759,FL
5/7/2016,0,1106,FL
5/8/2016,0,1037,FL
5/9/2016,0,2152,FL
5/10/2016,0,2153,FL
5/11/2016,0,2490,FL
5/12/2016,0,2680,FL
5/13/2016,0,2148,FL
5/14/2016,0,989,FL
5/15/2016,0,946,FL
5/16/2016,0,2156,FL
5/17/2016,0,2218,FL
5/18/2016,0,1893,FL
5/19/2016,0,1814,FL
5/20/2016,0,2381,FL
5/21/2016,0,812,FL
5/22/2016,0,788,FL
5/23/2016,0,2075,FL
5/24/2016,0,1806,FL
5/25/2016,0,1314,FL
5/26/2016,0,1592,FL
5/27/2016,0,1430,FL
5/28/2016,0,686,FL
5/29/2016,0,553,FL
5/30/2016,0,552,FL
5/31/2016,0,1814,FL
6/1/2016,0,1720,FL
6/2/2016,0,1347,FL
6/3/2016,0,1624,FL
6/4/2016,0,748,FL
6/5/2016,0,706,FL
6/6/2016,0,1400,FL
6/7/2016,0,1471,FL
6/8/2016,0,1526,FL
6/9/2016,0,1372,FL
6/10/2016,0,1392,FL
6/11/2016,0,810,FL
6/12/2016,0,565,FL
6/13/2016,0,1495,FL
6/14/2016,0,1413,FL
6/15/2016,0,1321,FL
6/16/2016,0,1437,FL
6/17/2016,0,1278,FL
6/18/2016,0,729,FL
6/19/2016,0,589,FL
6/20/2016,0,1485,FL
6/21/2016,0,1351,FL
6/22/2016,0,1308,FL
6/23/2016,0,1292,FL
6/24/2016,0,1347,FL
6/25/2016,0,695,FL
6/26/2016,0,643,FL
6/27/2016,0,1574,FL
6/28/2016,0,1342,FL
6/29/2016,0,1337,FL
6/30/2016,0,1696,FL
7/1/2016,0,1648,FL
7/2/2016,0,833,FL
7/3/2016,0,627,FL
7/4/2016,0,524,FL
7/5/2016,0,1576,FL
7/6/2016,0,1410,FL
7/7/2016,0,1452,FL
7/8/2016,0,1386,FL
7/9/2016,0,717,FL
7/10/2016,0,663,FL
7/11/2016,0,1556,FL
7/12/2016,0,1281,FL
7/13/2016,0,1317,FL
7/14/2016,0,1332,FL
7/15/2016,0,1541,FL
7/16/2016,0,730,FL
7/17/2016,0,703,FL
7/18/2016,0,1469,FL
7/19/2016,0,1175,FL
7/20/2016,0,1233,FL
7/21/2016,0,1249,FL
7/22/2016,0,1322,FL
7/23/2016,0,730,FL
7/24/2016,0,591,FL
7/25/2016,0,1385,FL
7/26/2016,0,1322,FL
7/27/2016,0,1305,FL
7/28/2016,0,1330,FL
7/29/2016,0,1370,FL
7/30/2016,0,728,FL
7/31/2016,0,680,FL
8/1/2016,0,1520,FL
8/2/2016,0,1420,FL
8/3/2016,0,1288,FL
8/4/2016,0,1329,FL
8/5/2016,0,1317,FL
8/6/2016,0,690,FL
8/7/2016,0,697,FL
8/8/2016,0,1353,FL
8/9/2016,0,1207,FL
8/10/2016,0,1257,FL
8/11/2016,0,1250,FL
8/12/2016,0,1351,FL
8/13/2016,0,672,FL
8/14/2016,0,780,FL
8/15/2016,0,1376,FL
8/16/2016,0,1350,FL
8/17/2016,0,1240,FL
8/18/2016,0,1189,FL
8/19/2016,0,1342,FL
8/20/2016,0,756,FL
8/21/2016,0,685,FL
8/22/2016,2661577,1350,FL
8/23/2016,0,1166,FL
8/24/2016,0,1194,FL
8/25/2016,0,1190,FL
8/26/2016,0,1224,FL
8/27/2016,0,783,FL
8/28/2016,0,699,FL
8/29/2016,0,1601,FL
8/30/2016,0,1910,FL
8/31/2016,0,1980,FL
9/1/2016,0,1986,FL
9/2/2016,0,2579,FL
9/3/2016,0,1672,FL
9/4/2016,0,1210,FL
9/5/2016,0,1334,FL
9/6/2016,0,4103,FL
9/7/2016,0,4050,FL
9/8/2016,0,4002,FL
9/9/2016,0,4975,FL
9/10/2016,0,1408,FL
9/11/2016,0,1142,FL
9/12/2016,0,3368,FL
9/13/2016,0,3311,FL
9/14/2016,0,3635,FL
9/15/2016,1089102,3168,FL
9/16/2016,0,4065,FL
9/17/2016,0,1036,FL
9/18/2016,0,885,FL
9/19/2016,0,2930,FL
9/20/2016,0,3291,FL
9/21/2016,0,2414,FL
9/22/2016,0,2500,FL
9/23/2016,0,2304,FL
9/24/2016,0,1137,FL
9/25/2016,0,1091,FL
9/26/2016,0,2530,FL
9/27/2016,0,2671,FL
9/28/2016,0,1658,FL
9/29/2016,0,2523,FL
9/30/2016,0,2468,FL
10/1/2016,0,994,FL
10/2/2016,0,917,FL
10/3/2016,0,2353,FL
10/4/2016,0,2596,FL
10/5/2016,0,1298,FL
10/6/2016,0,1467,FL
10/7/2016,0,1168,FL
10/8/2016,0,761,FL
10/9/2016,0,733,FL
10/10/2016,0,1373,FL
10/11/2016,0,1668,FL
10/12/2016,0,1598,FL
10/13/2016,0,1357,FL
10/14/2016,0,1904,FL
10/15/2016,0,795,FL
10/16/2016,0,412,FL
10/17/2016,0,1732,FL
10/18/2016,0,1301,FL
10/19/2016,0,1465,FL
10/20/2016,0,1500,FL
10/21/2016,0,1427,FL
10/22/2016,0,770,FL
10/23/2016,0,643,FL
10/24/2016,0,1660,FL
10/25/2016,0,1245,FL
10/26/2016,0,1347,FL
10/27/2016,0,1393,FL
10/28/2016,0,1477,FL
10/29/2016,0,686,FL
10/30/2016,0,664,FL
10/31/2016,0,1774,FL
11/1/2016,0,1352,FL
11/2/2016,0,1154,FL
11/3/2016,0,1308,FL
11/4/2016,0,1317,FL
11/5/2016,0,671,FL
11/6/2016,0,609,FL
11/7/2016,0,1342,FL
11/8/2016,0,1173,FL
11/9/2016,0,969,FL
11/10/2016,0,1191,FL
11/11/2016,0,1067,FL
11/12/2016,0,652,FL
11/13/2016,0,572,FL
11/14/2016,0,1391,FL
11/15/2016,0,1307,FL
11/16/2016,0,1262,FL
11/17/2016,0,1144,FL
11/18/2016,0,1236,FL
11/19/2016,0,660,FL
11/20/2016,0,540,FL
11/21/2016,0,1293,FL
11/22/2016,0,1206,FL
11/23/2016,0,975,FL
11/24/2016,0,299,FL
11/25/2016,0,602,FL
11/26/2016,0,592,FL
11/27/2016,0,547,FL
11/28/2016,0,1375,FL
11/29/2016,0,1156,FL
11/30/2016,0,1166,FL
12/1/2016,0,1377,FL
12/2/2016,0,1359,FL
12/3/2016,0,611,FL
12/4/2016,0,513,FL
12/5/2016,0,1329,FL
12/6/2016,0,1243,FL
12/7/2016,0,1198,FL
12/8/2016,0,1064,FL
12/9/2016,0,1244,FL
12/10/2016,0,712,FL
12/11/2016,0,544,FL
12/12/2016,0,1272,FL
12/13/2016,0,1216,FL
12/14/2016,0,1380,FL
12/15/2016,0,1313,FL
12/16/2016,0,1714,FL
12/17/2016,0,751,FL
12/18/2016,0,656,FL
12/19/2016,0,1606,FL
12/20/2016,0,1254,FL
12/21/2016,0,1364,FL
12/22/2016,0,1219,FL
12/23/2016,0,908,FL
12/24/2016,0,509,FL
12/25/2016,0,290,FL
12/26/2016,0,669,FL
12/27/2016,0,1222,FL
12/28/2016,0,1185,FL
12/29/2016,0,1155,FL
12/30/2016,0,956,FL
12/31/2016,0,449,FL
1/1/2017,0,353,FL
1/2/2017,0,921,FL
1/3/2017,0,1527,FL
1/4/2017,0,1298,FL
1/5/2017,0,1216,FL
1/6/2017,0,1145,FL
1/7/2017,0,653,FL
1/8/2017,0,610,FL
1/9/2017,0,1301,FL
1/10/2017,0,1095,FL
1/11/2017,0,1143,FL
1/12/2017,0,1190,FL
1/13/2017,0,1188,FL
1/14/2017,0,636,FL
1/15/2017,0,589,FL
1/16/2017,0,816,FL
1/17/2017,0,1208,FL
1/18/2017,0,1177,FL
1/19/2017,0,983,FL
1/20/2017,0,1103,FL
1/21/2017,0,577,FL
1/22/2017,0,487,FL
1/23/2017,0,1166,FL
1/24/2017,0,1055,FL
1/25/2017,0,1120,FL
1/26/2017,0,1045,FL
1/27/2017,0,1076,FL
1/28/2017,0,599,FL
1/29/2017,0,551,FL
1/30/2017,0,1193,FL
1/31/2017,0,1164,FL
2/1/2017,0,1227,FL
2/2/2017,0,1124,FL
2/3/2017,0,1183,FL
2/4/2017,0,670,FL
2/5/2017,0,446,FL
2/6/2017,0,1147,FL
2/7/2017,0,1127,FL
2/8/2017,0,1206,FL
2/9/2017,0,1059,FL
2/10/2017,0,1116,FL
2/11/2017,0,576,FL
2/12/2017,0,604,FL
2/13/2017,3338338,1194,FL
2/14/2017,0,964,FL
2/15/2017,0,1196,FL
2/16/2017,0,1400,FL
2/17/2017,0,1784,FL
2/18/2017,0,1461,FL
2/19/2017,0,1260,FL
2/20/2017,0,1965,FL
2/21/2017,0,2308,FL
2/22/2017,0,3309,FL
2/23/2017,0,3981,FL
2/24/2017,0,3930,FL
2/25/2017,0,1624,FL
2/26/2017,0,1489,FL
2/27/2017,0,3698,FL
2/28/2017,0,5231,FL
3/1/2017,0,4321,FL
3/2/2017,0,4091,FL
3/3/2017,0,3963,FL
3/4/2017,0,1425,FL
3/5/2017,0,1230,FL
3/6/2017,0,3119,FL
3/7/2017,0,3357,FL
3/8/2017,0,2860,FL
3/9/2017,0,2740,FL
3/10/2017,0,2986,FL
3/11/2017,0,1143,FL
3/12/2017,0,931,FL
3/13/2017,0,2959,FL
3/14/2017,0,2147,FL
3/15/2017,0,2707,FL
3/16/2017,0,2471,FL
3/17/2017,0,2174,FL
3/18/2017,0,846,FL
3/19/2017,0,853,FL
3/20/2017,0,2066,FL
3/21/2017,0,1920,FL
3/22/2017,0,1555,FL
3/23/2017,0,1603,FL
3/24/2017,0,1611,FL
3/25/2017,0,836,FL
3/26/2017,0,719,FL
3/27/2017,0,1681,FL
3/28/2017,0,1514,FL
3/29/2017,0,1321,FL
3/30/2017,0,1477,FL
3/31/2017,0,1602,FL
4/1/2017,0,838,FL
4/2/2017,0,771,FL
4/3/2017,0,1629,FL
4/4/2017,0,1520,FL
4/5/2017,0,1536,FL
4/6/2017,0,1638,FL
4/7/2017,0,1437,FL
4/8/2017,0,804,FL
4/9/2017,0,742,FL
4/10/2017,0,1566,FL
4/11/2017,0,1402,FL
4/12/2017,0,1421,FL
4/13/2017,0,1413,FL
4/14/2017,0,1177,FL
4/15/2017,0,786,FL
4/16/2017,0,455,FL
4/17/2017,0,1559,FL
4/18/2017,0,1545,FL
4/19/2017,0,1373,FL
4/20/2017,0,1400,FL
4/21/2017,0,1487,FL
4/22/2017,0,755,FL
4/23/2017,0,642,FL
4/24/2017,768761,1554,FL
4/25/2017,0,1258,FL
4/26/2017,0,1369,FL
4/27/2017,0,1593,FL
4/28/2017,0,1984,FL
4/29/2017,0,1206,FL
4/30/2017,0,1082,FL
5/1/2017,0,2378,FL
5/2/2017,0,1903,FL
5/3/2017,0,2469,FL
5/4/2017,0,2086,FL
5/5/2017,0,2061,FL
5/6/2017,0,885,FL
5/7/2017,0,731,FL
5/8/2017,2344251,2953,FL
5/9/2017,0,2196,FL
5/10/2017,0,2373,FL
5/11/2017,0,2376,FL
5/12/2017,0,2116,FL
5/13/2017,0,1449,FL
5/14/2017,0,1220,FL
5/15/2017,0,2831,FL
5/16/2017,0,2807,FL
5/17/2017,43153,2793,FL
5/18/2017,0,2444,FL
5/19/2017,0,3190,FL
5/20/2017,0,1112,FL
5/21/2017,0,1090,FL
5/22/2017,0,2725,FL
5/23/2017,0,2516,FL
5/24/2017,0,2822,FL
5/25/2017,0,2372,FL
5/26/2017,0,2766,FL
5/27/2017,0,954,FL
5/28/2017,0,854,FL
5/29/2017,0,900,FL
5/30/2017,0,2600,FL
5/31/2017,0,2167,FL
6/1/2017,0,1927,FL
6/2/2017,0,2197,FL
6/3/2017,0,1009,FL
6/4/2017,0,875,FL
6/5/2017,0,2142,FL
6/6/2017,0,1667,FL
6/7/2017,0,1909,FL
6/8/2017,0,1694,FL
6/9/2017,0,1684,FL
6/10/2017,0,798,FL
6/11/2017,0,801,FL
6/12/2017,0,1965,FL
6/13/2017,0,1580,FL
6/14/2017,0,1467,FL
6/15/2017,0,1753,FL
6/16/2017,0,1684,FL
6/17/2017,0,803,FL
6/18/2017,0,708,FL
6/19/2017,0,1618,FL
6/20/2017,0,1749,FL
6/21/2017,0,1556,FL
6/22/2017,0,1548,FL
6/23/2017,0,1708,FL
6/24/2017,0,874,FL
6/25/2017,0,680,FL
6/26/2017,0,1666,FL
6/27/2017,0,1532,FL
6/28/2017,0,1522,FL
6/29/2017,0,1698,FL
6/30/2017,0,1757,FL
7/1/2017,0,918,FL
7/2/2017,0,779,FL
7/3/2017,0,1130,FL
7/4/2017,0,540,FL
7/5/2017,0,1766,FL
7/6/2017,0,1764,FL
7/7/2017,0,1633,FL
7/8/2017,0,934,FL
7/9/2017,0,728,FL
7/10/2017,0,1699,FL
7/11/2017,0,1430,FL
7/12/2017,0,1599,FL
7/13/2017,0,1591,FL
7/14/2017,0,1759,FL
7/15/2017,0,855,FL
7/16/2017,0,838,FL
7/17/2017,0,1703,FL
7/18/2017,0,1451,FL
7/19/2017,0,1571,FL
7/20/2017,0,1625,FL
7/21/2017,0,1812,FL
7/22/2017,0,824,FL
7/23/2017,0,714,FL
7/24/2017,0,1566,FL
7/25/2017,0,1481,FL
7/26/2017,0,1413,FL
7/27/2017,0,1337,FL
7/28/2017,0,1546,FL
7/29/2017,0,806,FL
7/30/2017,0,802,FL
7/31/2017,0,1749,FL
8/1/2017,0,1654,FL
8/2/2017,0,1492,FL
8/3/2017,0,1427,FL
8/4/2017,0,1511,FL
8/5/2017,0,776,FL
8/6/2017,0,682,FL
8/7/2017,0,1661,FL
8/8/2017,0,1309,FL
