ds,qty_mail,y,state
4/14/2016,0,129,MN
4/15/2016,0,178,MN
4/16/2016,0,64,MN
4/17/2016,0,54,MN
4/18/2016,0,189,MN
4/19/2016,0,170,MN
4/20/2016,0,170,MN
4/21/2016,0,141,MN
4/22/2016,0,163,MN
4/23/2016,0,65,MN
4/24/2016,0,54,MN
4/25/2016,0,164,MN
4/26/2016,0,126,MN
4/27/2016,0,134,MN
4/28/2016,0,131,MN
4/29/2016,0,169,MN
4/30/2016,0,63,MN
5/1/2016,0,65,MN
5/2/2016,360979,181,MN
5/3/2016,0,148,MN
5/4/2016,0,144,MN
5/5/2016,0,127,MN
5/6/2016,0,157,MN
5/7/2016,0,53,MN
5/8/2016,0,54,MN
5/9/2016,0,257,MN
5/10/2016,0,323,MN
5/11/2016,0,316,MN
5/12/2016,0,248,MN
5/13/2016,0,253,MN
5/14/2016,0,141,MN
5/15/2016,0,101,MN
5/16/2016,0,396,MN
5/17/2016,0,344,MN
5/18/2016,0,320,MN
5/19/2016,0,362,MN
5/20/2016,0,394,MN
5/21/2016,0,93,MN
5/22/2016,0,78,MN
5/23/2016,0,472,MN
5/24/2016,0,354,MN
5/25/2016,0,266,MN
5/26/2016,0,181,MN
5/27/2016,0,157,MN
5/28/2016,0,66,MN
5/29/2016,0,52,MN
5/30/2016,0,44,MN
5/31/2016,0,354,MN
6/1/2016,0,261,MN
6/2/2016,0,181,MN
6/3/2016,0,181,MN
6/4/2016,0,75,MN
6/5/2016,0,73,MN
6/6/2016,0,170,MN
6/7/2016,0,251,MN
6/8/2016,0,218,MN
6/9/2016,0,190,MN
6/10/2016,0,193,MN
6/11/2016,0,88,MN
6/12/2016,0,58,MN
6/13/2016,0,221,MN
6/14/2016,0,185,MN
6/15/2016,0,188,MN
6/16/2016,0,169,MN
6/17/2016,0,206,MN
6/18/2016,0,45,MN
6/19/2016,0,42,MN
6/20/2016,0,218,MN
6/21/2016,0,178,MN
6/22/2016,0,177,MN
6/23/2016,0,156,MN
6/24/2016,0,169,MN
6/25/2016,0,66,MN
6/26/2016,0,72,MN
6/27/2016,0,222,MN
6/28/2016,0,229,MN
6/29/2016,0,168,MN
6/30/2016,0,202,MN
7/1/2016,0,242,MN
7/2/2016,0,69,MN
7/3/2016,0,47,MN
7/4/2016,0,34,MN
7/5/2016,0,224,MN
7/6/2016,0,188,MN
7/7/2016,0,167,MN
7/8/2016,0,191,MN
7/9/2016,0,86,MN
7/10/2016,0,70,MN
7/11/2016,0,194,MN
7/12/2016,0,178,MN
7/13/2016,0,143,MN
7/14/2016,0,164,MN
7/15/2016,0,171,MN
7/16/2016,0,82,MN
7/17/2016,0,64,MN
7/18/2016,0,187,MN
7/19/2016,0,173,MN
7/20/2016,0,176,MN
7/21/2016,0,140,MN
7/22/2016,0,166,MN
7/23/2016,0,82,MN
7/24/2016,0,48,MN
7/25/2016,0,213,MN
7/26/2016,0,221,MN
7/27/2016,0,188,MN
7/28/2016,0,179,MN
7/29/2016,0,170,MN
7/30/2016,0,61,MN
7/31/2016,0,69,MN
8/1/2016,0,245,MN
8/2/2016,0,180,MN
8/3/2016,0,125,MN
8/4/2016,0,155,MN
8/5/2016,0,179,MN
8/6/2016,0,59,MN
8/7/2016,0,35,MN
8/8/2016,0,175,MN
8/9/2016,0,189,MN
8/10/2016,0,179,MN
8/11/2016,0,158,MN
8/12/2016,0,187,MN
8/13/2016,0,57,MN
8/14/2016,0,48,MN
8/15/2016,0,168,MN
8/16/2016,0,188,MN
8/17/2016,0,235,MN
8/18/2016,0,145,MN
8/19/2016,0,157,MN
8/20/2016,0,67,MN
8/21/2016,0,45,MN
8/22/2016,311450,190,MN
8/23/2016,0,176,MN
8/24/2016,0,144,MN
8/25/2016,0,143,MN
8/26/2016,0,162,MN
8/27/2016,0,61,MN
8/28/2016,0,47,MN
8/29/2016,0,172,MN
8/30/2016,0,128,MN
8/31/2016,0,162,MN
9/1/2016,0,137,MN
9/2/2016,0,171,MN
9/3/2016,0,128,MN
9/4/2016,0,103,MN
9/5/2016,0,151,MN
9/6/2016,0,375,MN
9/7/2016,0,354,MN
9/8/2016,0,325,MN
9/9/2016,0,320,MN
9/10/2016,0,125,MN
9/11/2016,0,106,MN
9/12/2016,0,339,MN
9/13/2016,0,502,MN
9/14/2016,0,390,MN
9/15/2016,0,534,MN
9/16/2016,0,442,MN
9/17/2016,0,84,MN
9/18/2016,0,70,MN
9/19/2016,0,383,MN
9/20/2016,0,395,MN
9/21/2016,0,266,MN
9/22/2016,0,261,MN
9/23/2016,0,220,MN
9/24/2016,0,81,MN
9/25/2016,0,63,MN
9/26/2016,0,259,MN
9/27/2016,0,262,MN
9/28/2016,0,187,MN
9/29/2016,0,187,MN
9/30/2016,0,277,MN
10/1/2016,0,75,MN
10/2/2016,0,56,MN
10/3/2016,0,219,MN
10/4/2016,0,166,MN
10/5/2016,0,167,MN
10/6/2016,0,171,MN
10/7/2016,0,191,MN
10/8/2016,0,65,MN
10/9/2016,0,35,MN
10/10/2016,0,185,MN
10/11/2016,0,184,MN
10/12/2016,0,171,MN
10/13/2016,0,149,MN
10/14/2016,0,155,MN
10/15/2016,0,58,MN
10/16/2016,0,37,MN
10/17/2016,0,177,MN
10/18/2016,0,144,MN
10/19/2016,0,158,MN
10/20/2016,0,138,MN
10/21/2016,0,162,MN
10/22/2016,0,50,MN
10/23/2016,0,73,MN
10/24/2016,0,196,MN
10/25/2016,0,171,MN
10/26/2016,0,185,MN
10/27/2016,0,136,MN
10/28/2016,0,143,MN
10/29/2016,0,61,MN
10/30/2016,0,47,MN
10/31/2016,0,225,MN
11/1/2016,0,133,MN
11/2/2016,0,138,MN
11/3/2016,0,131,MN
11/4/2016,0,148,MN
11/5/2016,0,73,MN
11/6/2016,0,44,MN
11/7/2016,0,138,MN
11/8/2016,0,113,MN
11/9/2016,0,128,MN
11/10/2016,0,99,MN
11/11/2016,0,121,MN
11/12/2016,0,53,MN
11/13/2016,0,49,MN
11/14/2016,0,171,MN
11/15/2016,0,144,MN
11/16/2016,0,189,MN
11/17/2016,0,181,MN
11/18/2016,0,256,MN
11/19/2016,0,117,MN
11/20/2016,0,75,MN
11/21/2016,0,205,MN
11/22/2016,0,212,MN
11/23/2016,0,200,MN
11/24/2016,0,16,MN
11/25/2016,0,83,MN
11/26/2016,0,91,MN
11/27/2016,0,58,MN
11/28/2016,0,260,MN
11/29/2016,0,202,MN
11/30/2016,0,180,MN
12/1/2016,0,258,MN
12/2/2016,0,334,MN
12/3/2016,0,76,MN
12/4/2016,0,91,MN
12/5/2016,0,204,MN
12/6/2016,0,226,MN
12/7/2016,0,220,MN
12/8/2016,0,242,MN
12/9/2016,0,229,MN
12/10/2016,0,90,MN
12/11/2016,0,120,MN
12/12/2016,0,290,MN
12/13/2016,0,375,MN
12/14/2016,0,441,MN
12/15/2016,0,450,MN
12/16/2016,0,540,MN
12/17/2016,0,226,MN
12/18/2016,0,231,MN
12/19/2016,0,427,MN
12/20/2016,0,287,MN
12/21/2016,0,271,MN
12/22/2016,0,221,MN
12/23/2016,0,189,MN
12/24/2016,0,81,MN
12/25/2016,0,35,MN
12/26/2016,0,108,MN
12/27/2016,0,247,MN
12/28/2016,0,173,MN
12/29/2016,0,192,MN
12/30/2016,0,158,MN
12/31/2016,0,67,MN
1/1/2017,0,63,MN
1/2/2017,0,134,MN
1/3/2017,0,275,MN
1/4/2017,0,295,MN
1/5/2017,0,276,MN
1/6/2017,0,292,MN
1/7/2017,0,145,MN
1/8/2017,0,82,MN
1/9/2017,0,279,MN
1/10/2017,0,249,MN
1/11/2017,0,239,MN
1/12/2017,0,244,MN
1/13/2017,0,264,MN
1/14/2017,0,116,MN
1/15/2017,0,64,MN
1/16/2017,0,173,MN
1/17/2017,0,228,MN
1/18/2017,0,163,MN
1/19/2017,0,143,MN
1/20/2017,0,182,MN
1/21/2017,0,65,MN
1/22/2017,0,66,MN
1/23/2017,0,204,MN
1/24/2017,0,180,MN
1/25/2017,0,165,MN
1/26/2017,0,181,MN
1/27/2017,0,160,MN
1/28/2017,0,64,MN
1/29/2017,0,64,MN
1/30/2017,0,199,MN
1/31/2017,0,198,MN
2/1/2017,0,165,MN
2/2/2017,0,165,MN
2/3/2017,0,165,MN
2/4/2017,0,68,MN
2/5/2017,0,53,MN
2/6/2017,0,140,MN
2/7/2017,0,157,MN
2/8/2017,0,185,MN
2/9/2017,0,153,MN
2/10/2017,0,153,MN
2/11/2017,0,64,MN
2/12/2017,0,43,MN
2/13/2017,713552,155,MN
2/14/2017,0,130,MN
2/15/2017,0,148,MN
2/16/2017,0,152,MN
2/17/2017,0,233,MN
2/18/2017,0,137,MN
2/19/2017,0,115,MN
2/20/2017,0,259,MN
2/21/2017,0,248,MN
2/22/2017,0,383,MN
2/23/2017,0,276,MN
2/24/2017,0,467,MN
2/25/2017,0,145,MN
2/26/2017,0,122,MN
2/27/2017,0,434,MN
2/28/2017,0,621,MN
3/1/2017,0,604,MN
3/2/2017,0,641,MN
3/3/2017,0,569,MN
3/4/2017,0,269,MN
3/5/2017,0,199,MN
3/6/2017,0,530,MN
3/7/2017,0,458,MN
3/8/2017,0,1014,MN
3/9/2017,0,682,MN
3/10/2017,0,706,MN
3/11/2017,0,195,MN
3/12/2017,0,109,MN
3/13/2017,0,706,MN
3/14/2017,0,522,MN
3/15/2017,0,450,MN
3/16/2017,0,500,MN
3/17/2017,0,470,MN
3/18/2017,0,84,MN
3/19/2017,0,84,MN
3/20/2017,0,385,MN
3/21/2017,0,300,MN
3/22/2017,0,217,MN
3/23/2017,0,179,MN
3/24/2017,0,268,MN
3/25/2017,0,98,MN
3/26/2017,0,94,MN
3/27/2017,0,242,MN
3/28/2017,0,208,MN
3/29/2017,0,164,MN
3/30/2017,0,170,MN
3/31/2017,0,219,MN
4/1/2017,0,92,MN
4/2/2017,0,63,MN
4/3/2017,0,210,MN
4/4/2017,0,186,MN
4/5/2017,0,163,MN
4/6/2017,0,180,MN
4/7/2017,0,157,MN
4/8/2017,0,68,MN
4/9/2017,0,67,MN
4/10/2017,0,209,MN
4/11/2017,0,207,MN
4/12/2017,0,222,MN
4/13/2017,0,134,MN
4/14/2017,0,172,MN
4/15/2017,0,77,MN
4/16/2017,0,46,MN
4/17/2017,0,136,MN
4/18/2017,0,165,MN
4/19/2017,0,168,MN
4/20/2017,0,167,MN
4/21/2017,0,148,MN
4/22/2017,0,64,MN
4/23/2017,0,55,MN
4/24/2017,430800,175,MN
4/25/2017,0,150,MN
4/26/2017,0,163,MN
4/27/2017,0,168,MN
4/28/2017,0,226,MN
4/29/2017,0,175,MN
4/30/2017,0,154,MN
5/1/2017,0,390,MN
5/2/2017,0,365,MN
5/3/2017,0,447,MN
5/4/2017,0,289,MN
5/5/2017,0,375,MN
5/6/2017,0,115,MN
5/7/2017,0,115,MN
5/8/2017,0,371,MN
5/9/2017,0,637,MN
5/10/2017,0,648,MN
5/11/2017,0,296,MN
5/12/2017,0,209,MN
5/13/2017,0,80,MN
5/14/2017,0,57,MN
5/15/2017,0,359,MN
5/16/2017,0,265,MN
5/17/2017,0,253,MN
5/18/2017,0,246,MN
5/19/2017,0,334,MN
5/20/2017,0,98,MN
5/21/2017,0,100,MN
5/22/2017,0,186,MN
5/23/2017,0,227,MN
5/24/2017,0,213,MN
5/25/2017,0,197,MN
5/26/2017,0,235,MN
5/27/2017,0,52,MN
5/28/2017,0,42,MN
5/29/2017,0,102,MN
5/30/2017,0,244,MN
5/31/2017,0,240,MN
6/1/2017,0,187,MN
6/2/2017,0,177,MN
6/3/2017,0,61,MN
6/4/2017,0,79,MN
6/5/2017,0,218,MN
6/6/2017,0,188,MN
6/7/2017,0,204,MN
6/8/2017,0,156,MN
6/9/2017,0,171,MN
6/10/2017,0,66,MN
6/11/2017,0,84,MN
6/12/2017,0,214,MN
6/13/2017,0,176,MN
6/14/2017,0,204,MN
6/15/2017,0,195,MN
6/16/2017,0,189,MN
6/17/2017,0,94,MN
6/18/2017,0,68,MN
6/19/2017,0,216,MN
6/20/2017,0,178,MN
6/21/2017,0,185,MN
6/22/2017,0,177,MN
6/23/2017,0,185,MN
6/24/2017,0,64,MN
6/25/2017,0,85,MN
6/26/2017,0,203,MN
6/27/2017,0,165,MN
6/28/2017,0,194,MN
6/29/2017,0,191,MN
6/30/2017,0,188,MN
7/1/2017,0,83,MN
7/2/2017,0,45,MN
7/3/2017,0,126,MN
7/4/2017,0,60,MN
7/5/2017,0,214,MN
7/6/2017,0,193,MN
7/7/2017,0,206,MN
7/8/2017,0,71,MN
7/9/2017,0,84,MN
7/10/2017,0,220,MN
7/11/2017,0,169,MN
7/12/2017,0,195,MN
7/13/2017,0,164,MN
7/14/2017,0,250,MN
7/15/2017,0,77,MN
7/16/2017,0,40,MN
7/17/2017,0,235,MN
7/18/2017,0,243,MN
7/19/2017,0,234,MN
7/20/2017,0,209,MN
7/21/2017,0,245,MN
7/22/2017,0,80,MN
7/23/2017,0,59,MN
7/24/2017,0,183,MN
7/25/2017,0,197,MN
7/26/2017,0,202,MN
7/27/2017,0,148,MN
7/28/2017,0,161,MN
7/29/2017,0,95,MN
7/30/2017,0,72,MN
7/31/2017,0,262,MN
8/1/2017,0,258,MN
8/2/2017,0,214,MN
8/3/2017,0,200,MN
8/4/2017,0,174,MN
8/5/2017,0,60,MN
8/6/2017,0,82,MN
8/7/2017,0,228,MN
8/8/2017,0,175,MN
8/9/2017,0,163,MN
8/10/2017,0,167,MN
8/11/2017,0,139,MN
8/12/2017,0,77,MN
8/13/2017,0,56,MN
8/14/2017,0,210,MN
8/15/2017,0,195,MN
8/16/2017,0,196,MN
8/17/2017,0,192,MN
8/18/2017,0,177,MN
8/19/2017,0,81,MN
8/20/2017,0,65,MN
8/21/2017,0,184,MN
8/22/2017,0,186,MN
8/23/2017,0,190,MN
8/24/2017,0,156,MN
8/25/2017,0,147,MN
8/26/2017,0,66,MN
8/27/2017,0,65,MN
8/28/2017,404705,169,MN
8/29/2017,0,129,MN
8/30/2017,0,185,MN
8/31/2017,0,197,MN
9/1/2017,0,195,MN
9/2/2017,0,107,MN
9/3/2017,0,124,MN
9/4/2017,0,109,MN
9/5/2017,0,314,MN
9/6/2017,0,394,MN
9/7/2017,0,394,MN
9/8/2017,0,350,MN
9/9/2017,0,171,MN
9/10/2017,0,126,MN
9/11/2017,0,276,MN
9/12/2017,0,357,MN
9/13/2017,0,453,MN
9/14/2017,0,514,MN
9/15/2017,0,433,MN
9/16/2017,0,136,MN
9/17/2017,0,74,MN
9/18/2017,0,283,MN
9/19/2017,0,368,MN
9/20/2017,0,518,MN
9/21/2017,0,537,MN
9/22/2017,0,272,MN
9/23/2017,0,96,MN
9/24/2017,0,101,MN
9/25/2017,0,293,MN
9/26/2017,0,255,MN
9/27/2017,0,182,MN
9/28/2017,0,133,MN
9/29/2017,0,212,MN
9/30/2017,0,59,MN
10/1/2017,0,64,MN
10/2/2017,0,252,MN
10/3/2017,0,144,MN
10/4/2017,0,171,MN
10/5/2017,0,181,MN
10/6/2017,0,173,MN
10/7/2017,0,86,MN
10/8/2017,0,54,MN
10/9/2017,0,193,MN
10/10/2017,0,168,MN
10/11/2017,0,144,MN
10/12/2017,0,169,MN
10/13/2017,0,168,MN
10/14/2017,0,58,MN
10/15/2017,0,55,MN
10/16/2017,0,163,MN
10/17/2017,0,184,MN
10/18/2017,0,161,MN
10/19/2017,0,159,MN
10/20/2017,0,179,MN
10/21/2017,0,62,MN
10/22/2017,0,29,MN
10/23/2017,0,159,MN
10/24/2017,0,224,MN
10/25/2017,0,161,MN
10/26/2017,0,139,MN
10/27/2017,0,199,MN
10/28/2017,0,75,MN
10/29/2017,0,77,MN
10/30/2017,0,190,MN
10/31/2017,0,186,MN
11/1/2017,0,190,MN
11/2/2017,0,183,MN
11/3/2017,0,198,MN
11/4/2017,0,101,MN
11/5/2017,0,54,MN
11/6/2017,0,235,MN
11/7/2017,0,210,MN
11/8/2017,0,194,MN
11/9/2017,0,208,MN
11/10/2017,0,227,MN
11/11/2017,0,87,MN
11/12/2017,0,84,MN
11/13/2017,0,174,MN
11/14/2017,0,176,MN
11/15/2017,0,192,MN
11/16/2017,0,173,MN
11/17/2017,0,175,MN
11/18/2017,0,70,MN
11/19/2017,0,57,MN
11/20/2017,0,208,MN
11/21/2017,0,223,MN
11/22/2017,0,180,MN
11/23/2017,0,46,MN
11/24/2017,0,111,MN
11/25/2017,0,95,MN
11/26/2017,0,68,MN
11/27/2017,0,251,MN
11/28/2017,0,163,MN
11/29/2017,0,209,MN
11/30/2017,0,306,MN
12/1/2017,0,372,MN
12/2/2017,0,95,MN
12/3/2017,0,70,MN
12/4/2017,0,211,MN
12/5/2017,0,280,MN
12/6/2017,0,224,MN
12/7/2017,0,289,MN
12/8/2017,0,230,MN
12/9/2017,0,136,MN
12/10/2017,0,73,MN
12/11/2017,0,277,MN
12/12/2017,0,261,MN
12/13/2017,0,229,MN
12/14/2017,0,222,MN
12/15/2017,0,528,MN
12/16/2017,0,134,MN
12/17/2017,0,66,MN
12/18/2017,0,273,MN
12/19/2017,0,285,MN
12/20/2017,0,301,MN
12/21/2017,0,206,MN
12/22/2017,0,214,MN
12/23/2017,0,108,MN
12/24/2017,0,77,MN
12/25/2017,0,75,MN
12/26/2017,0,332,MN
12/27/2017,0,339,MN
12/28/2017,0,291,MN
12/29/2017,0,307,MN
12/30/2017,0,224,MN
12/31/2017,0,125,MN
1/1/2018,0,179,MN
1/2/2018,0,388,MN
1/3/2018,0,299,MN
1/4/2018,0,281,MN
1/5/2018,0,251,MN
1/6/2018,0,106,MN
1/7/2018,0,96,MN
1/8/2018,0,216,MN
1/9/2018,0,188,MN
1/10/2018,0,196,MN
1/11/2018,0,206,MN
1/12/2018,0,220,MN
1/13/2018,0,124,MN
1/14/2018,0,59,MN
1/15/2018,0,198,MN
1/16/2018,0,247,MN
1/17/2018,0,221,MN
1/18/2018,0,162,MN
1/19/2018,0,167,MN
1/20/2018,0,72,MN
1/21/2018,0,65,MN
1/22/2018,0,227,MN
1/23/2018,0,209,MN
1/24/2018,0,197,MN
1/25/2018,0,160,MN
1/26/2018,0,150,MN
1/27/2018,0,69,MN
1/28/2018,0,75,MN
1/29/2018,715728,156,MN
1/30/2018,0,154,MN
1/31/2018,0,135,MN
2/1/2018,0,184,MN
2/2/2018,0,260,MN
2/3/2018,0,283,MN
2/4/2018,0,278,MN
2/5/2018,0,433,MN
2/6/2018,0,461,MN
2/7/2018,0,575,MN
2/8/2018,0,348,MN
2/9/2018,0,500,MN
2/10/2018,0,256,MN
2/11/2018,0,218,MN
2/12/2018,0,785,MN
2/13/2018,0,917,MN
2/14/2018,0,354,MN
2/15/2018,0,429,MN
2/16/2018,0,519,MN
2/17/2018,0,175,MN
2/18/2018,0,157,MN
2/19/2018,0,496,MN
2/20/2018,0,531,MN
2/21/2018,0,421,MN
2/22/2018,0,477,MN
2/23/2018,0,475,MN
2/24/2018,0,207,MN
2/25/2018,0,152,MN
2/26/2018,0,607,MN
2/27/2018,0,484,MN
2/28/2018,0,637,MN
3/1/2018,0,387,MN
3/2/2018,0,296,MN
3/3/2018,0,121,MN
3/4/2018,0,102,MN
3/5/2018,0,303,MN
3/6/2018,0,216,MN
3/7/2018,0,303,MN
3/8/2018,0,301,MN
3/9/2018,0,264,MN
3/10/2018,0,128,MN
3/11/2018,0,93,MN
3/12/2018,0,199,MN
3/13/2018,0,265,MN
3/14/2018,0,297,MN
3/15/2018,0,227,MN
3/16/2018,0,226,MN
3/17/2018,0,72,MN
3/18/2018,0,79,MN
3/19/2018,0,228,MN
3/20/2018,0,188,MN
3/21/2018,0,219,MN
3/22/2018,0,222,MN
3/23/2018,0,156,MN
3/24/2018,0,60,MN
3/25/2018,0,48,MN
3/26/2018,0,220,MN
3/27/2018,0,221,MN
3/28/2018,0,194,MN
3/29/2018,0,176,MN
3/30/2018,0,166,MN
3/31/2018,0,71,MN
4/1/2018,0,48,MN
4/2/2018,0,200,MN
4/3/2018,0,205,MN
4/4/2018,0,223,MN
4/5/2018,0,166,MN
4/6/2018,0,152,MN
4/7/2018,0,71,MN
4/8/2018,0,71,MN
4/9/2018,0,169,MN
4/10/2018,0,164,MN
4/11/2018,0,135,MN
4/12/2018,0,149,MN
4/13/2018,0,181,MN
4/14/2018,0,116,MN
4/15/2018,0,105,MN
4/16/2018,240580,213,MN
4/17/2018,0,164,MN
4/18/2018,0,202,MN
4/19/2018,0,147,MN
4/20/2018,0,147,MN
4/21/2018,0,128,MN
4/22/2018,0,102,MN
4/23/2018,0,236,MN
4/24/2018,0,250,MN
4/25/2018,0,218,MN
4/26/2018,0,199,MN
4/27/2018,0,298,MN
4/28/2018,0,99,MN
4/29/2018,0,105,MN
4/30/2018,0,416,MN
5/1/2018,0,329,MN
5/2/2018,0,247,MN
5/3/2018,0,192,MN
5/4/2018,0,225,MN
5/5/2018,0,76,MN
5/6/2018,0,68,MN
5/7/2018,0,200,MN
5/8/2018,0,202,MN
5/9/2018,0,320,MN
5/10/2018,0,203,MN
5/11/2018,0,209,MN
5/12/2018,0,51,MN
5/13/2018,0,45,MN
5/14/2018,0,183,MN
5/15/2018,0,207,MN
5/16/2018,0,170,MN
5/17/2018,0,173,MN
5/18/2018,0,181,MN
5/19/2018,0,68,MN
5/20/2018,0,40,MN
5/21/2018,0,202,MN
5/22/2018,0,147,MN
5/23/2018,0,162,MN
5/24/2018,0,165,MN
5/25/2018,0,160,MN
5/26/2018,0,41,MN
5/27/2018,0,24,MN
5/28/2018,0,59,MN
5/29/2018,0,168,MN
5/30/2018,0,187,MN
5/31/2018,0,193,MN
6/1/2018,0,171,MN
6/2/2018,0,88,MN
6/3/2018,0,61,MN
6/4/2018,0,160,MN
6/5/2018,0,186,MN
6/6/2018,0,173,MN
6/7/2018,0,162,MN
6/8/2018,0,170,MN
6/9/2018,0,71,MN
6/10/2018,0,60,MN
6/11/2018,0,172,MN
6/12/2018,0,144,MN
6/13/2018,0,161,MN
6/14/2018,0,173,MN
6/15/2018,0,162,MN
6/16/2018,0,74,MN
6/17/2018,0,52,MN
6/18/2018,0,155,MN
6/19/2018,0,199,MN
6/20/2018,0,182,MN
6/21/2018,0,146,MN
6/22/2018,0,183,MN
6/23/2018,0,65,MN
6/24/2018,0,48,MN
6/25/2018,0,171,MN
6/26/2018,0,179,MN
6/27/2018,0,250,MN
6/28/2018,0,179,MN
6/29/2018,0,207,MN
6/30/2018,0,99,MN
7/1/2018,0,60,MN
7/2/2018,0,160,MN
7/3/2018,0,153,MN
7/4/2018,0,59,MN
7/5/2018,0,165,MN
7/6/2018,0,130,MN
7/7/2018,0,47,MN
7/8/2018,0,73,MN
7/9/2018,283369,185,MN
7/10/2018,0,120,MN
7/11/2018,0,170,MN
7/12/2018,0,192,MN
7/13/2018,0,247,MN
7/14/2018,0,108,MN
7/15/2018,0,96,MN
7/16/2018,0,282,MN
7/17/2018,0,292,MN
7/18/2018,0,379,MN
7/19/2018,0,318,MN
7/20/2018,0,314,MN
7/21/2018,0,126,MN
7/22/2018,0,98,MN
7/23/2018,0,328,MN
7/24/2018,0,427,MN
7/25/2018,0,414,MN
7/26/2018,0,438,MN
7/27/2018,0,281,MN
7/28/2018,0,76,MN
7/29/2018,0,101,MN
7/30/2018,0,334,MN
7/31/2018,0,430,MN
8/1/2018,0,217,MN
8/2/2018,0,279,MN
8/3/2018,0,196,MN
8/4/2018,0,89,MN
8/5/2018,0,93,MN
8/6/2018,0,228,MN
8/7/2018,0,197,MN
8/8/2018,0,238,MN
8/9/2018,0,215,MN
8/10/2018,0,214,MN
8/11/2018,0,73,MN
8/12/2018,0,60,MN
8/13/2018,0,252,MN
8/14/2018,0,197,MN
8/15/2018,0,188,MN
8/16/2018,0,203,MN
8/17/2018,0,200,MN
8/18/2018,0,87,MN
8/19/2018,0,57,MN
8/20/2018,0,189,MN
8/21/2018,0,261,MN
8/22/2018,0,176,MN
8/23/2018,0,126,MN
8/24/2018,0,160,MN
8/25/2018,0,81,MN
8/26/2018,0,65,MN
8/27/2018,0,172,MN
8/28/2018,0,168,MN
8/29/2018,0,193,MN
8/30/2018,0,150,MN
8/31/2018,0,230,MN
9/1/2018,0,71,MN
9/2/2018,0,53,MN
9/3/2018,0,67,MN
9/4/2018,0,185,MN
9/5/2018,0,178,MN
9/6/2018,0,126,MN
9/7/2018,0,146,MN
9/8/2018,0,49,MN
9/9/2018,0,49,MN
9/10/2018,0,,MN
9/11/2018,0,,MN
9/12/2018,0,,MN
9/13/2018,0,,MN
9/14/2018,0,,MN
9/15/2018,0,,MN
9/16/2018,0,,MN
9/17/2018,0,,MN
9/18/2018,0,,MN
9/19/2018,0,,MN
9/20/2018,0,,MN
9/21/2018,0,,MN
9/22/2018,0,,MN
9/23/2018,0,,MN
9/24/2018,300567,,MN
9/25/2018,0,,MN
9/26/2018,0,,MN
9/27/2018,0,,MN
9/28/2018,0,,MN
9/29/2018,0,,MN
9/30/2018,0,,MN
10/1/2018,0,,MN
10/2/2018,0,,MN
10/3/2018,0,,MN
10/4/2018,0,,MN
10/5/2018,0,,MN
10/6/2018,0,,MN
10/7/2018,0,,MN
10/8/2018,0,,MN
10/9/2018,0,,MN
10/10/2018,0,,MN
10/11/2018,0,,MN
10/12/2018,0,,MN
10/13/2018,0,,MN
10/14/2018,0,,MN
10/15/2018,0,,MN
10/16/2018,0,,MN
10/17/2018,0,,MN
10/18/2018,0,,MN
10/19/2018,0,,MN
10/20/2018,0,,MN
10/21/2018,0,,MN
10/22/2018,0,,MN
10/23/2018,0,,MN
10/24/2018,0,,MN
10/25/2018,0,,MN
10/26/2018,0,,MN
10/27/2018,0,,MN
10/28/2018,0,,MN
10/29/2018,0,,MN
10/30/2018,0,,MN
10/31/2018,0,,MN
11/1/2018,0,,MN
11/2/2018,0,,MN
11/3/2018,0,,MN
11/4/2018,0,,MN
11/5/2018,0,,MN
11/6/2018,0,,MN
11/7/2018,0,,MN
11/8/2018,0,,MN
11/9/2018,0,,MN
11/10/2018,0,,MN
11/11/2018,0,,MN
11/12/2018,0,,MN
11/13/2018,0,,MN
11/14/2018,0,,MN
11/15/2018,0,,MN
11/16/2018,0,,MN
11/17/2018,0,,MN
11/18/2018,0,,MN
11/19/2018,0,,MN
11/20/2018,0,,MN
11/21/2018,0,,MN
11/22/2018,0,,MN
11/23/2018,0,,MN
11/24/2018,0,,MN
11/25/2018,0,,MN
11/26/2018,0,,MN
11/27/2018,0,,MN
11/28/2018,0,,MN
11/29/2018,0,,MN
11/30/2018,0,,MN
12/1/2018,0,,MN
12/2/2018,0,,MN
12/3/2018,0,,MN
12/4/2018,0,,MN
12/5/2018,0,,MN
12/6/2018,0,,MN
12/7/2018,0,,MN
12/8/2018,0,,MN
12/9/2018,0,,MN
12/10/2018,0,,MN
12/11/2018,0,,MN
12/12/2018,0,,MN
12/13/2018,0,,MN
12/14/2018,0,,MN
12/15/2018,0,,MN
12/16/2018,0,,MN
12/17/2018,0,,MN
12/18/2018,0,,MN
12/19/2018,0,,MN
12/20/2018,0,,MN
12/21/2018,0,,MN
12/22/2018,0,,MN
12/23/2018,0,,MN
12/24/2018,0,,MN
12/25/2018,0,,MN
12/26/2018,0,,MN
12/27/2018,0,,MN
12/28/2018,0,,MN
12/29/2018,0,,MN
1/1/2015,0,8,ND
1/2/2015,0,19,ND
1/3/2015,0,10,ND
1/4/2015,0,10,ND
1/5/2015,0,42,ND
1/6/2015,0,26,ND
1/7/2015,0,29,ND
1/8/2015,0,30,ND
1/9/2015,0,21,ND
1/10/2015,0,12,ND
1/11/2015,0,4,ND
1/12/2015,0,42,ND
1/13/2015,0,35,ND
1/14/2015,0,17,ND
1/15/2015,0,19,ND
1/16/2015,0,26,ND
